Port/Protocol Combination Counts:

Port       Protocol   Count
17320      udp        2    
36022      udp        1    
1179       icmp       1    
59039      udp        1    
58998      udp        1    
44206      tcp        3    
45259      icmp       1    
12071      tcp        1    
24471      icmp       1    
34336      udp        1    
46631      udp        1    
18896      icmp       1    
37411      icmp       1    
23430      icmp       1    
57483      tcp        2    
44444      udp        1    
38610      icmp       1    
19614      tcp        2    
7929       icmp       1    
35553      udp        2    
63019      udp        2    
15013      udp        1    
31695      udp        1    
41792      icmp       1    
671        udp        1    
29125      tcp        1    
45990      icmp       1    
50707      tcp        1    
12675      tcp        1    
39946      icmp       1    
57059      udp        1    
62711      udp        1    
51671      udp        1    
17094      udp        1    
22265      tcp        1    
58437      icmp       1    
19299      udp        1    
44768      icmp       1    
43839      udp        1    
11685      icmp       1    
56655      udp        1    
41477      udp        1    
40667      icmp       1    
45899      tcp        1    
60667      tcp        1    
354        tcp        2    
18218      tcp        1    
45411      icmp       2    
61003      udp        1    
16582      tcp        1    
53043      icmp       1    
61252      icmp       1    
59822      tcp        1    
31987      tcp        1    
50088      icmp       1    
59078      udp        2    
14122      icmp       1    
4519       tcp        1    
22094      udp        1    
17761      udp        1    
42853      tcp        3    
45011      udp        1    
42939      udp        1    
60989      icmp       1    
50560      udp        3    
17930      udp        2    
61934      icmp       2    
27193      icmp       1    
31933      tcp        1    
7110       udp        1    
48786      udp        2    
30012      udp        1    
8435       udp        1    
55869      udp        1    
49563      udp        1    
63850      udp        1    
9793       tcp        1    
33821      udp        1    
50220      icmp       2    
28520      icmp       2    
58503      tcp        1    
48193      tcp        3    
48605      tcp        1    
57404      icmp       1    
3525       tcp        3    
19210      icmp       2    
49634      udp        1    
42712      tcp        1    
17009      tcp        1    
49648      tcp        1    
8993       udp        1    
46883      tcp        1    
356        icmp       1    
39612      udp        1    
50824      udp        1    
44264      tcp        1    
16376      tcp        2    
61967      icmp       1    
13103      tcp        1    
53         tcp        1    
20434      udp        1    
43202      tcp        1    
21325      tcp        1    
13265      udp        2    
16808      icmp       1    
63114      icmp       1    
26153      tcp        1    
5128       udp        1    
6438       tcp        2    
48198      icmp       1    
16515      tcp        1    
50670      icmp       1    
7169       udp        1    
43971      udp        1    
23399      tcp        2    
33734      udp        1    
50955      tcp        1    
22810      udp        1    
55132      udp        1    
46843      tcp        1    
36690      tcp        1    
36182      udp        2    
11733      tcp        1    
24757      udp        1    
5589       udp        1    
40037      tcp        1    
60311      icmp       2    
38818      icmp       1    
22778      udp        1    
41078      icmp       1    
50541      udp        1    
33624      tcp        1    
45322      icmp       1    
4384       udp        1    
27061      tcp        2    
34111      tcp        1    
49184      udp        1    
23968      udp        1    
55267      udp        2    
30377      icmp       1    
6826       udp        2    
26464      udp        1    
22055      tcp        1    
19142      udp        1    
31208      tcp        1    
48047      udp        1    
20640      udp        1    
11624      tcp        1    
14499      udp        1    
32581      udp        1    
21439      icmp       2    
7391       tcp        1    
30274      icmp       1    
31909      icmp       1    
16831      icmp       1    
33223      udp        1    
29255      udp        1    
8193       tcp        2    
25037      tcp        1    
8981       icmp       1    
15086      tcp        2    
51382      udp        1    
33694      udp        1    
41728      icmp       2    
23957      udp        1    
63284      udp        1    
39414      icmp       2    
36751      udp        1    
44305      tcp        2    
60227      icmp       1    
6934       icmp       2    
57947      udp        1    
36065      icmp       1    
16975      icmp       1    
52926      icmp       2    
16036      udp        2    
29587      tcp        2    
60377      icmp       2    
24574      tcp        1    
6163       tcp        1    
42082      icmp       1    
31877      tcp        1    
58907      udp        1    
28081      tcp        2    
49015      udp        1    
19490      icmp       1    
47689      tcp        2    
56327      udp        1    
46377      tcp        1    
8100       udp        1    
59777      udp        1    
35338      icmp       2    
37566      icmp       2    
36155      udp        1    
20344      icmp       1    
49425      tcp        1    
35138      icmp       1    
49426      icmp       1    
42277      udp        3    
54685      icmp       1    
47735      icmp       1    
36336      icmp       1    
51020      tcp        2    
39263      udp        1    
3188       icmp       2    
44685      udp        3    
41095      icmp       1    
55302      icmp       1    
65493      tcp        2    
53949      icmp       1    
52934      icmp       1    
33521      tcp        1    
33565      udp        2    
49062      tcp        2    
14162      icmp       1    
55662      icmp       1    
29646      udp        2    
43585      icmp       1    
41963      tcp        2    
47375      udp        1    
32401      udp        1    
39224      icmp       1    
13495      tcp        1    
11745      udp        1    
21296      tcp        1    
33337      icmp       1    
43786      udp        1    
59661      icmp       1    
4370       tcp        1    
45145      udp        1    
14990      udp        2    
39239      tcp        1    
27431      tcp        1    
64081      icmp       1    
35367      icmp       1    
35383      tcp        1    
38587      udp        1    
12010      icmp       1    
39472      icmp       3    
32641      icmp       1    
32560      tcp        2    
7307       icmp       1    
4259       tcp        1    
34151      icmp       1    
22813      icmp       1    
16600      tcp        1    
3913       tcp        1    
58031      icmp       3    
56805      udp        1    
17883      udp        1    
21409      icmp       1    
24991      icmp       1    
30651      tcp        1    
42900      icmp       2    
46871      udp        1    
33424      icmp       1    
48967      icmp       1    
38557      udp        1    
30588      tcp        1    
61012      udp        1    
5093       udp        1    
49314      tcp        1    
34216      icmp       1    
45789      icmp       2    
5014       tcp        1    
65064      udp        1    
27455      icmp       1    
56684      icmp       2    
37009      udp        1    
55593      icmp       1    
7514       tcp        1    
41462      tcp        1    
54876      icmp       1    
45046      icmp       2    
46883      icmp       1    
29421      icmp       1    
30113      udp        1    
7365       icmp       1    
61983      tcp        1    
42919      icmp       1    
26103      icmp       1    
48852      tcp        1    
41701      tcp        1    
20960      udp        2    
56347      icmp       1    
37505      udp        2    
31495      udp        1    
38892      tcp        1    
33995      tcp        1    
38513      tcp        1    
9548       tcp        1    
33035      udp        1    
25260      icmp       1    
16758      icmp       1    
47690      udp        2    
15842      udp        2    
41260      icmp       1    
45778      tcp        1    
2574       icmp       1    
31510      udp        1    
330        icmp       2    
33048      icmp       1    
50070      icmp       1    
5463       udp        2    
6326       icmp       2    
21460      icmp       1    
42483      udp        1    
22535      udp        1    
3182       udp        2    
30891      icmp       2    
15442      tcp        1    
8817       tcp        1    
4620       udp        1    
6642       icmp       1    
60490      tcp        1    
17448      udp        1    
42501      icmp       1    
59901      tcp        1    
18721      udp        1    
15542      tcp        1    
1017       udp        1    
21762      icmp       2    
22980      tcp        1    
9170       icmp       1    
55063      tcp        1    
47391      tcp        1    
23179      udp        1    
26449      udp        1    
32648      icmp       1    
37426      tcp        1    
2952       icmp       1    
59252      udp        2    
50546      tcp        1    
24196      icmp       1    
4411       tcp        2    
33293      icmp       1    
64293      tcp        1    
57720      udp        1    
17770      tcp        1    
46869      icmp       1    
54062      tcp        1    
28619      tcp        1    
10167      icmp       1    
31388      tcp        1    
3615       icmp       1    
13249      udp        1    
49511      icmp       1    
57534      udp        2    
4393       udp        1    
57487      icmp       1    
14323      udp        1    
56832      udp        1    
14841      tcp        1    
50288      icmp       1    
57259      icmp       1    
8505       icmp       1    
53882      udp        1    
60379      icmp       1    
9547       icmp       1    
2523       icmp       2    
48411      udp        1    
30270      udp        1    
1124       tcp        2    
8481       tcp        1    
15323      icmp       2    
44941      icmp       1    
16710      tcp        1    
11759      udp        2    
3093       tcp        1    
59339      tcp        1    
58391      udp        2    
49085      icmp       1    
49275      tcp        1    
15109      tcp        1    
2154       tcp        1    
63721      icmp       1    
56449      udp        2    
32492      udp        1    
41005      icmp       2    
51892      udp        1    
30113      icmp       1    
57672      tcp        1    
42329      tcp        1    
57214      tcp        2    
33891      tcp        1    
30620      icmp       1    
45522      tcp        1    
58885      icmp       1    
3274       udp        1    
51014      udp        1    
690        udp        1    
57200      udp        1    
52345      icmp       1    
59114      tcp        1    
15049      tcp        1    
6270       icmp       3    
9382       tcp        1    
5968       tcp        1    
26689      icmp       1    
1747       tcp        1    
58681      icmp       1    
44574      icmp       1    
36009      tcp        1    
24703      tcp        1    
38322      icmp       1    
53045      udp        1    
24552      tcp        1    
53689      udp        1    
13416      icmp       1    
21777      icmp       1    
6905       icmp       1    
1972       udp        1    
9103       tcp        1    
37429      tcp        2    
55152      udp        2    
17551      udp        1    
62030      udp        1    
25758      icmp       1    
14819      udp        2    
24040      udp        1    
20586      icmp       1    
7246       udp        1    
4814       icmp       1    
55888      icmp       1    
33778      icmp       1    
7697       udp        1    
61568      icmp       1    
38223      udp        1    
49196      tcp        1    
54579      tcp        2    
56405      icmp       2    
34460      udp        1    
60570      icmp       3    
36037      tcp        1    
56227      icmp       1    
52480      icmp       1    
17485      udp        1    
53857      tcp        2    
10579      icmp       1    
63075      udp        1    
58828      udp        1    
19250      udp        1    
44677      udp        2    
6042       icmp       2    
26835      udp        1    
55308      udp        1    
34046      icmp       1    
38399      icmp       1    
36218      icmp       1    
7304       udp        1    
55576      icmp       1    
17158      icmp       2    
62882      udp        2    
12459      tcp        1    
12865      icmp       1    
53582      icmp       1    
42499      tcp        1    
33097      udp        2    
11761      icmp       2    
36376      tcp        1    
6929       icmp       1    
21368      icmp       3    
37012      icmp       1    
24157      tcp        2    
46886      udp        2    
64627      tcp        1    
34563      udp        1    
43561      udp        1    
44283      tcp        2    
21699      icmp       1    
35746      icmp       1    
35816      udp        2    
10926      icmp       1    
18439      udp        2    
10505      icmp       1    
39299      udp        1    
39313      udp        1    
59949      udp        1    
34387      icmp       1    
38166      udp        1    
10267      udp        2    
57173      tcp        1    
25915      tcp        1    
25664      tcp        1    
48142      udp        1    
6478       tcp        2    
41517      tcp        1    
553        tcp        1    
56626      tcp        1    
35845      icmp       2    
10769      udp        1    
51919      tcp        2    
50538      tcp        1    
59305      tcp        1    
45532      icmp       1    
4934       tcp        2    
4574       udp        2    
28408      tcp        2    
41436      udp        2    
21936      icmp       1    
57715      tcp        1    
54415      icmp       1    
31740      udp        2    
23783      tcp        1    
62974      udp        1    
63591      icmp       1    
26755      tcp        1    
35350      icmp       1    
45650      tcp        1    
39068      icmp       1    
11907      udp        1    
48302      udp        1    
23982      udp        1    
57388      tcp        1    
24735      icmp       1    
50280      tcp        2    
57827      udp        1    
57934      icmp       1    
2383       udp        1    
33173      icmp       1    
8497       tcp        1    
64588      udp        2    
23542      icmp       1    
24667      tcp        1    
40341      tcp        1    
1810       udp        1    
42701      icmp       1    
54547      udp        3    
12037      icmp       2    
57664      udp        2    
35424      icmp       1    
3265       tcp        1    
9652       tcp        3    
21053      udp        1    
12142      tcp        1    
1061       tcp        2    
46528      udp        1    
45200      udp        1    
49015      icmp       2    
3412       udp        1    
62340      udp        1    
57466      udp        1    
56914      tcp        2    
14526      tcp        1    
4349       icmp       1    
27146      icmp       2    
59319      icmp       1    
55263      icmp       1    
2690       icmp       1    
39317      tcp        1    
64342      tcp        1    
58218      udp        1    
7489       icmp       1    
2353       udp        1    
1735       tcp        1    
18830      tcp        1    
4364       tcp        1    
2982       icmp       1    
54329      udp        1    
30362      icmp       1    
3386       tcp        1    
7461       tcp        1    
18559      udp        1    
42682      icmp       1    
34127      udp        1    
47271      tcp        1    
25435      tcp        1    
18635      udp        1    
3800       tcp        1    
45138      udp        1    
25653      tcp        1    
50329      tcp        1    
26516      udp        1    
5514       tcp        2    
32617      udp        1    
32852      udp        1    
63438      icmp       1    
35793      tcp        1    
42536      tcp        2    
19627      udp        1    
52291      udp        1    
44191      icmp       1    
52135      icmp       1    
32734      tcp        1    
36361      tcp        1    
30888      icmp       2    
26110      tcp        2    
21478      icmp       2    
36104      udp        1    
55747      udp        2    
58547      icmp       1    
53267      udp        1    
55912      icmp       2    
12484      tcp        1    
43083      icmp       1    
49451      udp        1    
63449      tcp        1    
31545      udp        1    
18452      udp        1    
39101      udp        1    
43064      udp        1    
10037      udp        2    
56660      icmp       1    
5072       tcp        1    
35468      udp        1    
48164      tcp        1    
11467      icmp       1    
41531      icmp       1    
51564      icmp       1    
40872      udp        1    
45979      icmp       1    
37587      udp        1    
21798      udp        1    
4056       tcp        1    
55147      icmp       2    
1266       udp        1    
55055      icmp       1    
62         tcp        1    
44735      tcp        4    
21306      tcp        1    
59772      udp        1    
42058      tcp        1    
65122      udp        1    
26118      icmp       1    
48943      udp        1    
35827      tcp        1    
16255      tcp        1    
7334       udp        2    
39         tcp        1    
22475      tcp        1    
4061       tcp        1    
61986      icmp       1    
5400       tcp        1    
26447      udp        1    
43258      tcp        1    
18832      icmp       1    
8449       icmp       2    
12402      tcp        1    
55351      udp        2    
20238      tcp        1    
17044      tcp        2    
57644      tcp        1    
12356      udp        1    
38650      tcp        1    
62661      icmp       1    
3845       udp        2    
57643      tcp        1    
9748       udp        1    
8234       udp        3    
40171      udp        1    
19968      udp        1    
25600      udp        1    
6367       icmp       3    
33280      udp        2    
62958      tcp        1    
20422      udp        2    
11051      icmp       1    
44610      tcp        1    
53027      tcp        1    
5644       udp        1    
7017       icmp       1    
49994      udp        1    
59163      icmp       1    
58836      tcp        1    
65054      udp        1    
47590      tcp        1    
273        icmp       1    
44557      udp        1    
49389      tcp        1    
46372      tcp        1    
39340      tcp        2    
31687      icmp       1    
31208      udp        1    
53656      udp        1    
57521      icmp       1    
35462      tcp        1    
13235      udp        1    
15288      tcp        1    
19573      udp        2    
57706      tcp        1    
20675      tcp        1    
14208      tcp        1    
45878      tcp        1    
63552      icmp       1    
46408      tcp        1    
13922      tcp        1    
10817      udp        1    
34006      icmp       1    
13564      icmp       1    
41302      udp        1    
7666       tcp        1    
56188      udp        1    
21602      icmp       2    
17990      icmp       1    
18308      icmp       1    
60824      tcp        2    
52929      udp        1    
36170      tcp        1    
915        tcp        1    
19505      icmp       1    
35559      icmp       1    
22720      tcp        1    
19675      icmp       1    
1670       tcp        2    
996        icmp       1    
45391      tcp        1    
54114      icmp       2    
21569      icmp       2    
50083      tcp        1    
35417      icmp       1    
63602      tcp        4    
25793      tcp        2    
10652      tcp        1    
28473      tcp        1    
63683      tcp        2    
1065       tcp        1    
9602       tcp        1    
24222      icmp       1    
9514       udp        1    
45668      icmp       1    
11742      udp        1    
54026      icmp       1    
45694      icmp       1    
4015       udp        2    
31946      udp        1    
51661      tcp        1    
17340      icmp       1    
47789      icmp       2    
9665       icmp       1    
45335      udp        2    
47327      icmp       1    
29042      icmp       1    
30357      icmp       1    
9492       udp        2    
63786      tcp        1    
26661      udp        1    
9854       icmp       1    
42734      udp        1    
41293      udp        2    
32680      tcp        2    
48600      tcp        1    
23519      udp        1    
56741      tcp        1    
30090      icmp       1    
5381       icmp       1    
39862      udp        2    
15538      udp        1    
47904      udp        2    
51956      tcp        1    
50331      tcp        1    
50048      tcp        1    
49336      tcp        2    
18374      udp        5    
47989      tcp        3    
57981      icmp       1    
26225      tcp        1    
56388      tcp        1    
29570      icmp       1    
12094      udp        1    
48711      icmp       1    
8056       tcp        1    
19823      udp        1    
12608      tcp        1    
9594       udp        1    
33581      icmp       1    
56530      udp        2    
26444      tcp        1    
30385      tcp        2    
33913      icmp       1    
54186      tcp        1    
61145      tcp        1    
65427      udp        1    
1218       icmp       1    
65307      tcp        1    
6996       tcp        2    
55331      icmp       1    
28761      icmp       1    
30996      icmp       2    
20676      tcp        1    
20212      udp        1    
16110      udp        1    
44612      udp        2    
14056      tcp        1    
27417      icmp       1    
8777       tcp        2    
56670      udp        1    
25989      udp        1    
37399      icmp       1    
54606      icmp       1    
36106      icmp       1    
60723      tcp        1    
44221      icmp       1    
64111      udp        1    
64536      tcp        1    
59460      icmp       1    
35825      icmp       1    
6444       tcp        1    
43403      icmp       1    
11606      icmp       1    
4368       udp        1    
53650      udp        1    
41446      udp        4    
4877       udp        2    
33891      icmp       1    
21465      udp        1    
62097      tcp        1    
30237      icmp       1    
21385      udp        1    
36504      icmp       2    
59261      icmp       1    
47515      icmp       1    
52854      tcp        1    
27363      icmp       1    
30448      udp        1    
62833      tcp        1    
2521       udp        1    
19917      udp        1    
43838      icmp       2    
33180      udp        2    
2992       udp        1    
7247       icmp       1    
1602       tcp        3    
35782      icmp       3    
38718      tcp        1    
29429      icmp       2    
11834      icmp       1    
64145      tcp        1    
36751      icmp       1    
45684      tcp        2    
39913      icmp       1    
28949      icmp       1    
1251       udp        1    
25699      udp        1    
33436      tcp        1    
23395      icmp       1    
57791      udp        1    
58225      udp        1    
50571      udp        1    
47630      icmp       1    
23005      tcp        1    
58247      udp        1    
31541      udp        1    
40869      udp        1    
30514      icmp       1    
49738      udp        1    
52881      udp        1    
16877      udp        1    
23229      icmp       1    
16461      tcp        1    
48041      tcp        2    
63032      udp        1    
10695      icmp       1    
19006      udp        1    
17651      udp        1    
18870      tcp        2    
47096      tcp        1    
24120      tcp        1    
20822      udp        1    
40892      tcp        1    
34318      icmp       2    
2087       tcp        1    
4059       udp        1    
20702      udp        2    
51866      tcp        1    
23685      udp        1    
54508      udp        1    
54009      icmp       2    
19329      udp        2    
38190      udp        1    
21121      tcp        1    
55818      icmp       1    
24254      icmp       1    
10195      icmp       1    
60652      tcp        1    
38072      tcp        1    
57112      udp        1    
11831      icmp       2    
51332      icmp       1    
279        tcp        1    
50573      tcp        1    
5022       udp        1    
15193      icmp       1    
8829       udp        1    
17876      tcp        1    
36802      udp        1    
40611      tcp        1    
40837      udp        2    
42252      udp        1    
15513      tcp        1    
13512      tcp        1    
37901      icmp       1    
38095      icmp       3    
57750      udp        1    
2405       tcp        1    
36045      icmp       1    
18083      icmp       1    
59851      icmp       1    
47190      icmp       1    
2756       icmp       1    
63782      tcp        2    
40047      icmp       1    
39883      udp        1    
61757      tcp        1    
21735      icmp       1    
29211      tcp        1    
40380      udp        2    
24530      udp        1    
46277      icmp       2    
53903      udp        1    
64703      udp        3    
35771      icmp       2    
61460      udp        2    
30298      udp        1    
18617      udp        1    
284        udp        1    
46614      tcp        1    
12735      udp        1    
34936      icmp       1    
37038      udp        1    
4514       udp        1    
51646      udp        1    
55602      tcp        1    
10669      icmp       1    
31191      icmp       1    
32998      udp        1    
11649      udp        1    
48628      udp        3    
57717      icmp       1    
33342      icmp       1    
40398      udp        1    
57015      icmp       1    
38451      udp        2    
57927      tcp        1    
41844      udp        2    
55829      tcp        1    
27275      tcp        1    
31153      udp        1    
54606      udp        1    
9042       udp        2    
65401      icmp       1    
5708       icmp       2    
62268      udp        1    
32713      icmp       2    
62578      tcp        1    
43275      icmp       1    
35413      icmp       1    
1947       tcp        1    
46102      tcp        1    
38418      tcp        1    
12700      icmp       1    
184        icmp       1    
18152      tcp        2    
49726      udp        1    
52899      tcp        1    
50         tcp        1    
8949       icmp       3    
34706      tcp        1    
52795      udp        1    
38227      tcp        1    
36082      tcp        2    
7824       tcp        1    
1131       udp        1    
37060      udp        1    
28370      udp        1    
42033      tcp        1    
40980      udp        1    
35326      udp        1    
11971      udp        1    
36864      icmp       1    
61810      tcp        1    
10357      udp        1    
33200      udp        1    
33889      tcp        3    
1431       udp        1    
58809      tcp        1    
63275      tcp        1    
1320       udp        1    
46551      icmp       1    
8074       icmp       1    
62668      tcp        1    
13621      udp        1    
45750      tcp        1    
19639      udp        2    
62055      icmp       1    
28388      tcp        1    
42048      tcp        1    
58321      icmp       1    
23996      tcp        1    
49262      tcp        2    
61007      icmp       1    
35038      udp        1    
4774       icmp       2    
27908      udp        1    
53600      icmp       1    
64767      udp        1    
26927      udp        3    
26227      tcp        1    
53865      tcp        1    
27175      tcp        1    
22221      icmp       1    
21758      icmp       1    
35941      udp        1    
5139       tcp        2    
35981      icmp       1    
34645      udp        1    
26634      icmp       2    
61130      icmp       2    
1608       udp        1    
30749      icmp       1    
14316      icmp       1    
8933       icmp       1    
50798      icmp       1    
23569      icmp       1    
15586      udp        2    
20527      tcp        1    
23545      icmp       1    
47925      udp        1    
51565      udp        2    
1894       udp        1    
64415      udp        1    
8166       tcp        1    
38401      tcp        1    
34828      icmp       1    
56626      udp        2    
4884       icmp       1    
33935      tcp        1    
53368      icmp       1    
23487      icmp       1    
40544      icmp       1    
21096      udp        1    
41483      udp        1    
60856      tcp        1    
55641      icmp       1    
58310      icmp       1    
47514      icmp       1    
28033      tcp        1    
27644      tcp        1    
64355      icmp       1    
36383      icmp       2    
64775      tcp        1    
60020      icmp       1    
57575      icmp       1    
52475      udp        1    
47434      icmp       1    
6003       tcp        2    
58974      tcp        1    
19165      udp        1    
26493      udp        1    
61435      udp        1    
32828      tcp        1    
4473       tcp        1    
44173      tcp        5    
56466      udp        2    
7774       icmp       1    
56292      udp        1    
40284      tcp        2    
60545      tcp        1    
32576      icmp       1    
56898      tcp        1    
16329      icmp       2    
23823      udp        1    
11468      tcp        1    
1904       icmp       1    
37552      icmp       2    
38888      tcp        1    
51155      icmp       1    
15090      icmp       1    
7580       udp        2    
51961      udp        1    
26016      udp        1    
57649      tcp        2    
63728      icmp       1    
18985      udp        1    
41659      icmp       1    
37356      icmp       1    
118        icmp       1    
33416      tcp        1    
15086      udp        1    
43103      icmp       1    
32525      udp        1    
37915      icmp       1    
39416      tcp        2    
59420      udp        1    
34884      icmp       1    
8788       icmp       1    
49871      udp        2    
57193      tcp        2    
59456      udp        1    
4690       tcp        1    
64186      tcp        1    
34633      icmp       1    
52258      tcp        1    
44493      icmp       1    
46924      icmp       1    
10499      tcp        1    
6192       tcp        1    
11043      icmp       1    
57999      icmp       1    
47551      icmp       2    
50843      tcp        1    
22965      udp        1    
32634      tcp        2    
60036      tcp        1    
55470      tcp        2    
52848      icmp       1    
10441      icmp       1    
59798      icmp       1    
13798      icmp       1    
56918      udp        1    
1395       tcp        1    
16014      tcp        1    
6627       tcp        1    
30324      udp        2    
24162      tcp        2    
5869       tcp        2    
47592      tcp        1    
40441      tcp        2    
46759      udp        1    
21429      udp        1    
16958      tcp        1    
34022      icmp       1    
24651      udp        2    
17469      udp        1    
48760      udp        1    
9857       tcp        1    
64999      tcp        3    
57354      tcp        1    
25755      udp        1    
47263      tcp        1    
27832      udp        1    
38862      tcp        1    
53410      icmp       1    
30810      udp        2    
50727      udp        1    
43487      icmp       1    
12703      udp        1    
44090      udp        1    
9144       udp        1    
60826      icmp       1    
57769      icmp       1    
11902      icmp       1    
2964       tcp        1    
9035       udp        1    
20740      udp        1    
58172      icmp       1    
55028      tcp        1    
17119      tcp        1    
6423       icmp       1    
11389      icmp       1    
23760      icmp       1    
59095      tcp        2    
33871      tcp        1    
22199      icmp       1    
5058       tcp        1    
42836      icmp       1    
23819      icmp       1    
11577      udp        1    
15035      udp        1    
41865      udp        1    
58421      tcp        1    
56779      udp        1    
1882       icmp       2    
62337      tcp        1    
30182      udp        2    
24327      udp        1    
24218      icmp       1    
19321      icmp       1    
23139      udp        1    
63105      tcp        1    
5162       icmp       1    
40116      tcp        1    
11003      udp        2    
42544      udp        1    
62255      icmp       1    
44827      udp        1    
63933      tcp        1    
48206      icmp       1    
6588       tcp        1    
39812      icmp       2    
28528      udp        1    
41374      icmp       1    
1481       udp        2    
41501      udp        2    
58347      tcp        2    
33749      icmp       2    
64245      udp        1    
63213      icmp       1    
22194      udp        1    
5103       udp        2    
22281      udp        1    
36981      tcp        1    
48275      udp        1    
30984      icmp       1    
49627      tcp        1    
50723      tcp        2    
3016       tcp        1    
3464       icmp       1    
36889      tcp        1    
50806      udp        2    
8750       udp        1    
31717      udp        1    
47873      udp        1    
4009       tcp        1    
51971      icmp       1    
17409      icmp       1    
19792      tcp        1    
12380      icmp       1    
48340      tcp        1    
25344      tcp        1    
19218      udp        1    
7467       icmp       1    
16457      tcp        2    
47482      tcp        1    
64877      tcp        1    
63718      udp        1    
24365      icmp       1    
32257      icmp       1    
49292      udp        1    
42113      udp        2    
1956       icmp       1    
5314       tcp        1    
41682      icmp       2    
45861      udp        1    
64944      icmp       1    
32081      icmp       1    
19338      udp        1    
51810      icmp       1    
58987      tcp        1    
9820       udp        1    
20774      udp        1    
30678      icmp       1    
64611      udp        1    
57593      udp        2    
1398       udp        1    
32171      tcp        1    
26255      udp        1    
20931      udp        1    
61066      icmp       1    
22227      udp        2    
25430      icmp       2    
54287      udp        1    
44472      udp        2    
18750      udp        1    
4025       udp        1    
32546      udp        2    
38652      udp        3    
5454       udp        1    
6462       icmp       1    
43121      tcp        1    
1965       tcp        1    
9233       tcp        2    
19630      icmp       1    
62293      udp        2    
25301      tcp        1    
54708      udp        1    
27314      icmp       1    
4925       udp        1    
363        udp        1    
60194      tcp        1    
34433      tcp        1    
49433      udp        1    
48699      icmp       1    
26921      tcp        1    
15732      udp        1    
16381      icmp       1    
59714      udp        1    
30530      tcp        1    
34394      icmp       1    
25623      icmp       1    
63500      icmp       1    
48539      tcp        1    
17281      tcp        1    
14979      udp        1    
57803      icmp       1    
40422      tcp        1    
33998      udp        1    
9128       icmp       1    
37110      icmp       1    
14782      tcp        1    
12892      udp        1    
21519      tcp        1    
5369       tcp        1    
34440      udp        1    
58864      tcp        1    
11948      tcp        1    
1969       udp        1    
2121       icmp       2    
18166      tcp        1    
40379      icmp       1    
12379      icmp       2    
30435      icmp       1    
44070      udp        1    
19383      icmp       1    
26166      udp        1    
21060      icmp       1    
42322      tcp        1    
31591      udp        1    
53040      udp        2    
20727      udp        2    
38494      tcp        1    
46222      icmp       1    
14568      udp        1    
32872      udp        1    
38556      udp        2    
30852      icmp       1    
33773      udp        1    
28846      tcp        1    
60110      icmp       1    
6552       tcp        1    
15900      tcp        1    
34814      icmp       2    
1874       tcp        1    
61330      udp        2    
49249      icmp       1    
27170      tcp        1    
18993      icmp       1    
19039      tcp        2    
36766      icmp       1    
48835      tcp        1    
28745      tcp        1    
44488      icmp       1    
31447      icmp       1    
6092       tcp        1    
17129      tcp        2    
55655      icmp       1    
41909      icmp       2    
23660      tcp        1    
63599      icmp       2    
20243      icmp       1    
62453      icmp       1    
64969      udp        1    
50756      tcp        1    
12567      udp        1    
63052      icmp       1    
46935      tcp        1    
9528       udp        2    
64554      udp        1    
23403      tcp        1    
8483       udp        1    
45741      tcp        3    
63827      udp        1    
43401      icmp       1    
3706       tcp        1    
51496      tcp        1    
22704      icmp       2    
65313      udp        1    
47709      udp        2    
62855      udp        2    
62026      udp        1    
55678      icmp       2    
47350      udp        1    
31165      icmp       1    
28153      udp        1    
14606      tcp        2    
63062      icmp       2    
3594       icmp       1    
50714      icmp       1    
20288      icmp       1    
43699      tcp        1    
52127      icmp       1    
22765      udp        1    
38356      udp        1    
13900      tcp        1    
39604      icmp       1    
39473      icmp       1    
41356      udp        1    
62465      icmp       2    
10099      icmp       1    
10095      udp        1    
61080      tcp        1    
39516      tcp        2    
62466      icmp       2    
49185      tcp        1    
6955       icmp       2    
9060       udp        1    
44226      tcp        2    
37192      tcp        2    
5024       icmp       1    
55725      tcp        1    
2183       udp        1    
5282       icmp       1    
61651      tcp        1    
54769      tcp        1    
58593      udp        1    
53252      icmp       2    
37264      icmp       1    
22017      tcp        2    
43945      icmp       1    
34746      tcp        1    
47489      udp        1    
30662      icmp       1    
39437      udp        1    
39567      icmp       1    
20810      tcp        1    
39961      tcp        1    
11915      tcp        2    
34080      icmp       1    
24705      tcp        1    
15949      tcp        1    
59132      tcp        1    
18402      icmp       1    
28425      icmp       1    
16131      icmp       1    
55190      tcp        1    
18300      tcp        2    
10502      udp        1    
2654       tcp        1    
53164      icmp       1    
55566      tcp        1    
6307       tcp        1    
41995      udp        2    
19245      icmp       2    
61489      icmp       1    
10077      tcp        1    
43544      udp        1    
45976      tcp        2    
1373       tcp        1    
60752      udp        1    
19831      icmp       1    
372        tcp        1    
51346      icmp       1    
2728       tcp        1    
22958      tcp        1    
32456      icmp       1    
8901       tcp        1    
41616      udp        1    
44021      tcp        2    
21259      udp        1    
44928      icmp       2    
62143      tcp        1    
54546      udp        2    
58059      udp        1    
13526      tcp        1    
37548      udp        2    
53793      tcp        2    
25282      icmp       1    
32197      tcp        1    
19544      tcp        2    
61655      icmp       1    
34623      icmp       1    
42190      udp        1    
7891       tcp        1    
52401      udp        1    
47325      tcp        1    
38346      tcp        1    
51536      tcp        2    
43844      tcp        1    
57796      icmp       1    
